Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3lKN03PDeBnXZS7sDukRBt,"0LcJLqbBmaGUft1e9Mm8HV","Money, Money, Money","Arrival","ABBA",1976,186426,74,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"europop,swedish pop",0.787,0.704,9,-6.873,0,0.0385,0.535,0.00305,0.089,0.646,120.701,4
5sM8XKlce9W0T4gNPJ5jdy,"0sN0SpAf4FNEVF05BCVyuc","Infamous","The Bronze Age","Sumedh Chinta",2021-03-31,229777,10,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"",0.624,0.599,0,-11.715,1,0.122,0.00365,0.0109,0.13,0.105,134.965,4
1EatIc1V5Ks0bmifwVCasf,"0sN0SpAf4FNEVF05BCVyuc","The Bronze Age","The Bronze Age","Sumedh Chinta",2021-03-31,299990,3,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"",0.498,0.694,0,-6.064,1,0.0289,0.014,0.00000506,0.191,0.0911,139.946,4
205HNJ73cgpC0LAOnuQiWT,"5RaQ9nmVGoTye2SI76x3yw,0oeiA5U9u1U45Gos5cywUU,2IoSLl3tqYMq9DzR0d6NJN,3IW7ScrzXmPvZhB27hmfgy,2kXKa3aAFngGz2P4GjG5w2,6W5uA6CNMf3hd2j4a2XWCx,7FXX45sHqoQoCwqtG0ZV8H,6zrOXBaNn0DqJeXxgC2eyH,19u3RGWKsjmbg9eI6zAiNp","Bande organisée","Bande organisée","Kofs,Soso Maness,Elams,Jul,SCH,Naps,Solda,Houari,13 Organisé",2020-08-15,356346,70,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"french hip hop,pop urbaine,r&b francais,rap francais,rap marseille",0.901,0.939,6,-2.762,1,0.274,0.117,0,0.0643,0.805,142.948,4
2kx5sQgmjYug0GiDh1a4sU,"3RbuVoer2pZlqAXI73ElhX,0U7ti3mwGrBNlKNE4YlbfT","Living Life, In The Night","Living Life, In The Night","Cheriimoya,Sierra Kidd",2018-10-13,122517,78,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"sad lo-fi,german cloud rap,german hip hop",0.624,0.499,0,-9.962,0,0.0495,0.82,0,0.12,0.298,143.249,4
7LWuXmzfeNRjFW8nxU3Iq7,"3JG79Z23wJN9Q5PTPpDAEV","Моя голова винтом (My head is spinning like a screw)","Моя голова винтом (My head is spinning like a screw)","kostromin",2021-02-02,140000,63,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"",0.835,0.747,1,-5.991,1,0.218,0.0338,0.00000144,0.0734,0.488,119.963,4
0RYHqnmtNRfbYxP6Dn8Vse,"0OO76E5lRfeyBI3fkA73Dr","masquerade","masquerade","siouxxie sixxsta",2021-11-11,144535,75,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"glitchcore,hyperpop,scenecore,sped up",0.608,0.792,9,-5.721,1,0.0355,0.000674,0.653,0.252,0.611,161.104,4
6bc7cNDisgLUAuVSuPNVJs,"3I7fppVkKfv4oYUPLo1pKI","kitty phonk - Sped Up","kitty phonk (Sped Up)","soviss",2022-05-27,82615,57,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"sped up",0.687,0.628,6,-8.591,0,0.0408,0.00167,0.0000502,0.1,0.396,142.49,4
56YnSY2VyWLJPijfrzK6Gc,"4jEwTCIHu0hdDbamxScpou,7tlCdVZ037kAOuupObsQss","die (sped up)","die","lucidbeatz,Key Kelly",2023-03-03,90937,72,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"sped up",0.36,0.759,4,-10.073,1,0.0362,0.00549,0.796,0.0853,0.495,149.041,4
5EloqweGioDEbqiGXTYWgE,"7ITMCzIU9uII8gwRg8JAhc","YOU'RE TOO SLOW","YOU'RE TOO SLOW","Odetari",2023-03-29,116567,79,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"sigilkore,sped up",0.526,0.754,11,-5.497,0,0.278,0.00395,0.00114,0.253,0.317,162.44,4
4MANod8oMUPPAm4wokn5AV,"5soAIOjDZMDEn1VxZEbVA4","level7 (demo)","level7 (demo)","OSAKA",2022-09-19,91136,57,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"",0.249,0.588,8,-8.063,1,0.0311,0.242,0.943,0.15,0.368,169.964,4
71QK36vPfdgPqGmlpIbK10,"2lA6dTogbqhg0oePC5mlbM","1mmortal (Sped Up)","1mmortal (Remixes)","Cash!*",2023-04-06,97596,64,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"",0.493,0.712,1,-10.466,1,0.0321,0.00161,0.696,0.466,0.22,142.686,4
7CXAZjU5GfaCVJh29lDdZ5,"0QKcv83ylzB5Sru6OXyEHx","Aleph - Gesaffelstein - sped up","Aleph (Gesaffelstein - sped up)","speed up france",2023-06-27,270088,50,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"",0.446,0.872,10,-5.869,1,0.0474,0.0205,0.811,0.183,0.425,178.278,4
7M3HuQRRAm1QD4kftmq0bb,"3rp4f58JlRHkk8hpdLCer1,4ueh4hmRvt62k4BgP8dIS0,3bFokK6zCab3bPwSjktEVF","Amour plastique","Amour plastique","Videoclub,Adèle Castillon,Mattyeux",2018-09-08,227026,57,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"french indie pop,french synthpop",0.7,0.354,6,-14.043,0,0.0345,0.765,0.00158,0.128,0.245,119.965,4
5SqWIPYUFoRyNqGdETmtJ7,"0ohUvVskERzK18bvWXFEqi","TRAXXXMANIA","DIGITAL FANTAZY","GONE.Fludd",2021-10-08,116250,59,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"russian hip hop,russian trap",0.872,0.541,10,-8.742,0,0.266,0.179,0.0000344,0.101,0.459,159.877,4
7mAnwV4f6RxGMmA7D02Hw9,"0iBTVnJ1Sff92zCDujfvyJ","Szklanki","Szklanki","Young Leosia",2021-01-28,163200,47,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"polish hip hop,polish pop",0.953,0.595,0,-8.01,1,0.131,0.235,0,0.0679,0.675,124.965,4
3jYnxCiMgi0p5S08E8PlWv,"73IktjgIM0tQMIxuRtHzid","cocaina (bass)","cocaina (bass)","daniktertri",2023-05-06,145632,34,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"",0.779,0.188,10,-22.113,0,0.234,0.134,0.0376,0.125,0.574,105.021,4
3oWc5A1rwD69UYq5dhn3RI,"0Qa0UCI6GwYzOIYc3dkWCO,3Bd1phrOZJuCev9U0bzdtA","The Enemy Between My Ears - Ben Nicky Remix","The Enemy Between My Ears (Ben Nicky Remix)","Sons Of Charlie,Ben Nicky",2023-06-30,196800,45,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"hard trance",0.569,0.964,7,-5.528,1,0.162,0.2,0.132,0.129,0.0784,75.004,4
3WUyu94psXrYV6HZbXgcFA,"6iVo62B0bdTknRcrktCmak","Rover","Rover - The 3rd Mini Album","KAI",2023-03-13,174506,75,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"k-pop",0.629,0.806,1,-2.034,0,0.201,0.0212,0.000487,0.0955,0.545,186.022,4
3y7boCVhVItosKtDdkHCuL,"3Bhr7JIU05cgGu4Orn967A","Desert Cowboy","Desert Cowboy","Rudy Ayoub",2022-11-21,152000,18,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"",0.623,0.646,4,-17.167,0,0.039,0.832,0.777,0.0893,0.453,120.018,4
6akA6YBWsT9ENUf16yV7Re,"27foDL8SBDLivhZNlDsAza,0UqaNPPsQFoIIX7kX2wcTq,5LloPEToP2oZZGdSmh1TFU","VANISH","VANISH","Billy Marchiafava,GhostyPlaya,Phonkha",2022-11-18,109090,39,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"meme rap",0.727,0.862,9,-7.903,0,0.122,0.346,0,0.32,0.426,109.995,4
31AOj9sFz2gM0O3hMARRBx,"4KWTAlx2RvbpseOGMEmROg","Losing My Religion","Out Of Time (25th Anniversary Edition)","R.E.M.",1991-03-12,268426,86,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"alternative rock,athens indie,permanent wave,rock",0.666,0.855,9,-5.051,0,0.0295,0.179,0.0000012,0.0987,0.803,125.639,4
6X9wDONgwiADRpqZ9KwtH2,"5XwAql1tmbKWZWRmXEMdtO","My Heart Is Cold","My Heart Is Cold","Bad History",2020-02-04,206197,50,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"",0.424,0.832,10,-5.354,0,0.176,0.158,0,0.524,0.736,139.304,4
2YWjW3wwQIBLNhxWKBQd16,"738wLrAtLtCtFOLvQBXOXp,0bdfiayQAKewqEvaU6rXCv,540vIaP2JwjQb9dm3aArA4","Lean On (feat. MØ & DJ Snake)","Peace Is The Mission : Extended","Major Lazer,MØ,DJ Snake",2015-11-27,176561,80,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"dance pop,edm,electro house,moombahton,pop,pop dance,danish pop,electropop,electronic trap",0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4
6QNCvcs758QuBEBISL6XIV,"4luZExkmgn39Kj5XsYWria","Happy Face","Happy Face","Jagwar Twin",2020-12-11,169760,63,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"",0.419,0.707,9,-6.488,1,0.0499,0.0174,0,0.157,0.37,177.551,4
1KIJclzEbNhSVw8tiHPWwE,"0U7iI0Dk4Ojvi17nZboNO4","Young","Vibes","Vacations",2016,189160,83,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"newcastle nsw indie,pov: indie",0.498,0.81,7,-4.065,1,0.0263,0.00392,0.00717,0.0635,0.594,79.935,4
5TXDeTFVRVY7Cvt0Dw4vWW,"15UsOTVnJzReFVN1VCnxy4","Revenge","17","XXXTENTACION",2017-08-25,120026,87,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"emo rap,miami hip hop,rap",0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,4
0WFryfbNKPXVtVQlz5dZ8H,"6qqNVTkY8uBg9cP3Jd7DAH","hotline (edit)","hotline (edit)","Billie Eilish",2023-05-09,60719,85,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"art pop,pop",0.516,0.254,9,-16.027,0,0.0589,0.816,0.855,0.189,0.304,56.829,4
4NgherJDfCXWBZBYheM4jK,"2VDZoCBGjxbHJbnzSX5nP6","WASTE","DISORDER","Kxllswxtch",2021-10-29,120428,80,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"dark trap,oc rap,scream rap",0.627,0.123,7,-14.411,1,0.0316,0.859,0.00105,0.149,0.11,131.883,4
72XhVH8vlREICt6NmT623Q,"2VDZoCBGjxbHJbnzSX5nP6","WASTE - Sped Up Version","WASTE","Kxllswxtch",2022-11-11,100500,76,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"dark trap,oc rap,scream rap",0.592,0.227,2,-10.329,0,0.031,0.836,0.00535,0.116,0.178,79.365,4
2RAXAF7qjvn0FsRuMMTlBx,"3AmgGrYHXqgbmZ2yKoIVzO","Love Is to Die","Warpaint","Warpaint",2014-01-20,291758,52,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"alternative dance,art pop,chamber pop,dance-punk,dream pop,electronica,experimental pop,indie rock,la indie,modern dream pop,neo-synthpop,new rave,noise pop,shimmer pop",0.331,0.639,11,-9.07,0,0.0361,0.253,0.356,0.0856,0.428,84.545,4
2IWtloZYQDcP8Ashwx8QEF,"1l9d7B8W0IHy3LqWsxP2SH","Black Out Days","Voices","Phantogram",2014-02-18,227160,74,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"indietronica,metropopolis,neo-synthpop,shimmer pop",0.542,0.795,4,-3.63,0,0.0368,0.00506,0.019,0.0851,0.431,92.234,4
7oqabZXW9Q8p8szD7G8cTg,"00FQb4jTyendYWaN8pK0wa","Radio","Born To Die","Lana Del Rey",2012-01-30,214586,59,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"art pop,pop",0.462,0.844,2,-5.244,1,0.0558,0.217,0.0000259,0.0876,0.197,75.047,4
67BtfxlNbhBmCDR2L2l8qd,"7jVv8c5Fj3E9VhNjxT4snq","MONTERO (Call Me By Your Name)","MONTERO (Call Me By Your Name)","Lil Nas X",2021-03-31,137875,75,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"lgbtq+ hip hop",0.61,0.508,8,-6.682,0,0.152,0.297,0,0.384,0.758,178.818,4
29bhnde7Gvnp7rvY9zsq5S,"4kvCU3MzggM2piZCqvxj0x","SHUM","SHUM","Go_A",2021-08-04,172675,65,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"ukrainian viral pop",0.527,0.736,4,-5.341,1,0.0638,0.05,0.0000789,0.105,0.503,117.657,4
0ikPZkDZ7CgZMmyt5o9t57,"6FQqZYVfTNQ1pCqfkwVFEa","Spanish Sahara","Total Life Forever","Foals",2010-06-05,409560,0,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"alternative dance,garage rock,indie rock,indietronica,modern alternative rock,modern rock,oxford indie,rock,shimmer pop",0.365,0.57,9,-10.039,0,0.0696,0.028,0.042,0.108,0.364,128.432,4
4s7iHgh1i3ujGFXyZtt6QX,"0Xetc4ewNMqVEDAqH1cwIy","SEISO","SEISO","Cabana man",2022-05-31,236750,6,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"",0.848,0.465,2,-9.255,1,0.0764,0.821,0.0000298,0.175,0.517,110.967,4
4mTPviBGRgjPxeaQFnBDW3,"2eiThpX5zH6LFmqP2HY1hL","Дорадура","Младшая сестра","Дора",2019-11-08,133984,57,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"russian alt pop,russian pop",0.758,0.448,1,-6.547,0,0.0551,0.226,0,0.0825,0.607,119.965,4
4IjiY0sShCYUEEoOSEwsgY,"0yp6xP5xe1qarfugfTixOK","Каждый раз","Раскраски для взрослых","Monetochka",2018-05-25,208144,56,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"russian alt pop,russian electronic,russian pop",0.807,0.808,7,-6.056,0,0.0547,0.0609,0.0029,0.0669,0.513,113.018,4
2MFbNlxAul12k7ckpiH9Hl,"6EOyI9kjO96pDwrFWBsh8v","Огни в глазах","Огни в глазах","ottenok",2019-07-03,156937,38,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"",0.72,0.426,10,-9.535,0,0.0389,0.327,0.908,0.114,0.207,121.207,4
0Nbgl52I1fn25YImv3M9N8,"2CD8tl357w6zYA3XYuOJPO","Bullitt - Bonus Track","Elephanz","Elephanz",2017-10-13,199160,55,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"french indie pop,nantes indie",0.711,0.466,2,-10.247,1,0.0508,0.367,0.476,0.116,0.475,157.993,4
3nfj9Fdbl30TvcZE9sU0Vx,"3xFXCUS8RN65oCwsO4PJRI","Suffer With Me","Suffer With Me","líue",2019-01-14,207936,68,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"weirdcore",0.564,0.95,8,-3.82,1,0.101,0.00911,0.0686,0.589,0.215,161.451,4
1Lvq7pIM7WbgMVUGE0i2yS,"6DdgtZYlUGNzjqkdCqvmfB","Therapy","Technoblues Therapy (Part I)","Intelligency",2022-02-03,180491,17,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"belarusian indie",0.783,0.729,3,-7.771,1,0.0369,0.0205,0.204,0.0845,0.439,121.995,4
4UifCxJtbmRcpsqNcumOiO,"34G31kGbSQmemVlI0G784o","On Fire","Concrete Flower","THE ROOP",2022-05-11,170225,36,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"lithuanian rock",0.72,0.738,8,-3.9,1,0.217,0.279,0,0.816,0.467,122.026,4
34mZZrTTdBG3AiMmhGPWpH,"0jAu9Z9QrpYwY1vBenZs9Y","Cinematic Youth","Cinematic Youth","peach tinted",2020-07-27,218940,45,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"japanese chillhop",0.646,0.613,7,-10.44,1,0.033,0.362,0.481,0.202,0.555,124.985,4
4tP3JZw4NcKQJitu7F3SCa,"6St8JkGHB8v3qtD7Srg6PH","Динозаврики","Никакого андеграунда!","Папин Олимпос",2019-11-01,224853,53,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"russian alt pop",0.562,0.875,4,-4.879,0,0.037,0.0049,0,0.0928,0.674,124.938,4
75nEjoaUtzcRX0eTNv48TG,"6DdgtZYlUGNzjqkdCqvmfB,2aWKbLvkPIyckBIlmXXxCz","The Fall","Technoblues Therapy (Part I)","Intelligency,BAGEW",2022-02-03,236307,33,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"belarusian indie",0.759,0.565,4,-10.251,0,0.0305,0.0716,0.53,0.146,0.46,130.022,4
60ScfsjN5f0hCqDriVRrmm,"763SuGjtCI9H4bCNOPFyrp","Умри, если меня не любишь - Шаг за 20","Singles","DAKOOKA",2015-03-01,150047,53,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"russian alt pop,ukrainian indie",0.357,0.242,5,-11.632,0,0.0447,0.969,0.000143,0.42,0.188,91.155,4
0HYMrmv9r994E7kNVY0MUi,"5CVsjwjuzUOrlEc2OJbUg4,3NnV49YFPrDqctp8APKl5Y","Trip to California","Trip to California","Lucian,Sylvie Cox",2020-03-25,134948,37,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"vapor twitch",0.813,0.633,4,-6.519,0,0.0536,0.456,0.109,0.142,0.592,126.452,4
4eKN8RPS06OHyk8dTdempU,"1PmVyfIR9KtCxbHWuga8E5","Anvil","VESSEL","Lorn",2015-12-30,209332,56,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"glitch hop,wonky",0.384,0.455,6,-10.773,0,0.0348,0.414,0.838,0.0933,0.0359,100.018,4
5J5c8mDUJkl41VusTWfs8l,"6DdgtZYlUGNzjqkdCqvmfB","Melotron","Technoblues Therapy (Part II)","Intelligency",2022-04-29,216000,11,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"belarusian indie",0.656,0.569,5,-11.272,1,0.0382,0.372,0.873,0.174,0.0891,120.058,4
3GM4saHLMt9fvoqyKphbNI,"6DdgtZYlUGNzjqkdCqvmfB,0CxYQi3VnWYI0Un6oyyaEB","DVPV","Technoblues Therapy (Part II)","Intelligency,Palina",2022-04-29,185428,19,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"belarusian indie,russian alt pop",0.521,0.488,7,-10.617,0,0.0597,0.266,0.0125,0.137,0.551,105.001,4
1Jmqubf9kGkWeYQXQKImL5,"22WZ7M8sxp5THdruNY3gXt","People Are Strange","Strange Days","The Doors",1967-09-25,130173,78,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"acid rock,album rock,classic rock,hard rock,psychedelic rock,rock",0.699,0.467,4,-8.578,0,0.0375,0.685,0,0.315,0.764,119.287,4
2jQQ3W73yA5Jo0A0ttC4XQ,"4L8UHS5KBbMtp0JC85Cchx","Codependency","Codependency","Unaloon",2019-07-16,192004,0,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"cloud rap",0.541,0.279,9,-11.545,0,0.0423,0.696,0.000387,0.107,0.185,144.676,4
0pUVeEgZuNyFzIMKp67RbS,"7lzordPuZEXxwt9aoVZYmG","Eyes Without A Face","Rebel Yell","Billy Idol",1983-11-01,299240,79,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"album rock,classic rock,dance rock,hard rock,new romantic,new wave,new wave pop,rock,soft rock",0.391,0.815,9,-6.197,1,0.0518,0.0177,0.00226,0.276,0.647,84.383,4
7wnagOAqma4Sg6JOGjWr5R,"0xliTEbFfy5HQHvsTknTkX","Big in Japan - 2019 Remaster","Forever Young (Super Deluxe Edition; 2019 Remaster)","Alphaville",1984,284625,70,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"new romantic,new wave pop,synthpop",0.757,0.596,7,-8.039,1,0.0339,0.0409,0.0447,0.171,0.195,97.769,4
6S9q9mEifNdnTNlli2xSuD,"07XSN3sPlIlB2L2XNcTwJw","I Was Made For Lovin' You","Dynasty (Remastered Version)","KISS",1979-03-23,271240,63,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"glam rock,hard rock,rock",0.768,0.852,4,-6.215,1,0.038,0.213,0.0000745,0.0723,0.867,128.374,4
0yp3TvJNlG50Q4tAHWNCRm,"762310PdDnwsDxAQxzQkfX","Enjoy the Silence","Violator | The 12 Singles","Depeche Mode",2022-04-01,257630,74,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"dance rock,new romantic,new wave,permanent wave,rock,synthpop",0.626,0.667,0,-11.817,0,0.0283,0.209,0.000257,0.0779,0.83,112.776,4
5EWPGh7jbTNO2wakv8LjUI,"4MVyzYMgTwdP7Z49wAZHx0","Free Bird","Pronounced' Leh-'Nerd 'Skin-'Nerd","Lynyrd Skynyrd",1973-01-01,547106,80,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"album rock,classic rock,hard rock,rock,southern rock",0.249,0.834,0,-8.21,1,0.0577,0.0738,0.0000948,0.0924,0.338,118.223,4
6Uj1ctrBOjOas8xZXGqKk4,"5cj0lLjcoR7YOSnhnX0Po5","Woman","Planet Her","Doja Cat",2021-06-25,172626,85,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"dance pop,pop",0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4
4BY4V1T0RJK1HmD2Q0ClyK,"053q0ukIDRgzwTr4vNSwab","Oblivion","Visions","Grimes",2012-03-12,251266,70,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"art pop,canadian electropop,grave wave,indietronica,metropopolis,neo-synthpop",0.697,0.529,2,-8.838,1,0.0338,0.115,0.896,0.0895,0.486,155.974,4
7EZC6E7UjZe63f1jRmkWxt,"7t0rwkOPGlDPEhaOcVtOt9","Zombie","No Need To Argue (The Complete Sessions 1994-1995)","The Cranberries",1994-10-03,306440,85,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"irish rock,pop rock,rock",0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,4
5T7ywazdGIydr6JCW6t02j,"3fMbdgg4jU18AjLCKBhRSm","Smooth Criminal - 2012 Remaster","Bad (Remastered)","Michael Jackson",1987-08-31,257760,74,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"r&b,soul",0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.595,118.193,4
1hwJKpe0BPUsq6UUrwBWTw,"7oPftvlwr6VrsViSDV7fJY","Boulevard of Broken Dreams","Boulevard of Broken Dreams","Green Day",2004,261266,76,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"modern rock,permanent wave,punk,rock",0.49,0.679,8,-3.68,1,0.0309,0.00394,0.0000154,0.0383,0.506,167.046,4
1jDJFeK9x3OZboIAHsY9k2,"3PhoLpVuITZKcymswpck5b","I'm Still Standing","Too Low For Zero","Elton John",1983-05-30,183440,86,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"glam rock,mellow gold,piano rock,rock",0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,4
1JO1xLtVc8mWhIoE3YaCL0,"2VIoWte1HPDbZ2WqHd2La7","Happy Together","Happy Together","The Turtles",1967,176293,77,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"bubblegum pop,classic rock,folk rock,psychedelic rock,rock-and-roll,rockabilly",0.584,0.367,6,-9.638,0,0.0328,0.55,0.0000138,0.0818,0.588,120.175,4
4MHzXgBy7hexDe2Bto11hP,"3oDbviiivRWhXwIE8hxkVV","California Dreamin' - 2007 Digital Remaster","The Warmth Of The Sun","The Beach Boys",2007-01-01,204373,61,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"baroque pop,classic rock,folk rock,mellow gold,psychedelic rock,rock,sunshine pop",0.582,0.845,1,-7.335,0,0.0447,0.0529,0.00000144,0.0752,0.624,116.453,4
7L3b6iaVhDVjfo52Hbvh9Z,"7crPfGd2k81ekOoSqQKWWz","Edge of Seventeen - 2016 Remaster","Bella Donna (2016 Remastered)","Stevie Nicks",1981-07-27,329413,74,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"heartland rock",0.591,0.804,0,-7.299,1,0.0454,0.327,0.00000598,0.0818,0.658,111.457,4
1xsYj84j7hUDDnTTerGWlH,"7Ey4PD4MYsKc5I2dolUwbH","Dream On","Aerosmith","Aerosmith",1973-01-05,267596,85,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"album rock,classic rock,hard rock,rock",0.392,0.476,1,-7.583,1,0.0249,0.397,0.000163,0.309,0.234,78.031,4
1pTw2cNrp9L3esxLAvWnN2,"0rvjqX7ttXeg3mTy8Xscbt","Separate Ways (Worlds Apart) [2023 Remaster]","Frontiers (2023 Remaster)","Journey",1983-02-01,323453,71,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,soft rock",0.467,0.943,0,-5.626,1,0.0576,0.0189,0.00000451,0.216,0.453,131.536,4
2WfaOiMkCvy7F5fcp2zZ8L,"2jzc5TC5TVFLXQlBNiIUzE","Take on Me","Hunting High and Low","a-ha",1985-06-01,225280,90,spotify:user:xpzopdklqytk4p7fnd1wtzvh0,2023-12-20T06:29:52Z,"new romantic,new wave,new wave pop,permanent wave,synthpop",0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,4
